doi,server,version,category,publiStatus,date,author_corresponding_institution,titleLength,abstractLength,numberAuthors,cit1year
10.1101/662536,biorxiv,1,developmental biology,NP,2019-06-07,University of Bern,95,621,12,
10.1101/2020.09.16.20196295,medrxiv,1,public and global health,NP,2020-09-18,Public Health Agency of Canada,110,1954,3,
10.1101/2021.03.25.437108,biorxiv,1,systems biology,year2,2021-03-27,Icahn School of Medicine at Mount Sinai,59,1120,9,2.0
10.1101/2022.04.14.488423,biorxiv,1,bioinformatics,year1,2022-04-15,University of Kentucky,131,955,3,0.0
10.1101/555102,biorxiv,1,neuroscience,year1,2019-02-19,Birkbeck University of London,58,1510,3,2.0
10.1101/2022.03.11.22272248,medrxiv,1,gastroenterology,year1,2022-03-13,University of Otago,42,1285,4,0.0
10.1101/2020.10.11.20210781,medrxiv,1,public and global health,year2,2020-10-14,Fudan University,228,2173,9,3.0
10.1101/653899,biorxiv,1,neuroscience,year1,2019-05-31,National University of Singapore,110,1710,5,0.0
10.1101/2022.11.15.516637,biorxiv,1,neuroscience,NP,2022-11-15,William & Mary,89,683,4,
10.1101/556183,biorxiv,1,epidemiology,year1,2019-02-20,Chelsea and Westminster Hospital NHS Foundation Trust,128,2100,7,3.0
10.1101/847475,biorxiv,1,bioinformatics,NP,2019-11-29,Deakin University,113,730,2,
10.1101/2022.08.09.503379,biorxiv,1,neuroscience,NP,2022-08-10,Oregon Health and Science University,104,1448,2,
10.1101/2020.06.04.133272,biorxiv,1,molecular biology,NP,2020-06-04,National Taiwan University,99,1105,6,
10.1101/2022.04.26.489600,biorxiv,1,bioinformatics,NP,2022-04-26,University of California,43,1547,4,
10.1101/2020.03.21.001388,biorxiv,1,genetics,NP,2020-03-24,ShanghaiTech University,43,1171,8,
10.1101/2022.01.06.475203,biorxiv,1,plant biology,NP,2022-01-06,Institute for Integrative Systems Biology - I2SysBio (CSIC-UV),94,1661,5,
10.1101/427203,biorxiv,1,microbiology,NP,2018-09-27,Kansas State University,86,1116,3,
10.1101/2021.07.06.21260115,medrxiv,1,infectious diseases,NP,2021-07-08,"Eras Lucknow Medical College and Hospital,  Era University, Lucknow",49,2117,5,
10.1101/2022.01.04.474908,biorxiv,1,immunology,NP,2022-01-04,"Department of Psychiatry, Icahn School of Medicine at Mount Sinai, New York City, NY, USA",70,1092,24,
10.1101/453811,biorxiv,1,cell biology,NP,2018-10-25,Fred Hutchinson Cancer Research Center,91,1044,9,
10.1101/664243,biorxiv,1,bioinformatics,NP,2019-06-18,Cold Spring Harbor Laboratory,45,1124,2,
10.1101/813915,biorxiv,1,neuroscience,NP,2019-10-22,"University of California, San Diego",98,1713,6,
10.1101/777771,biorxiv,1,cancer biology,NP,2019-09-20,"Department of Medicine, Karolinska Institutet, Stockholm, Sweden.",66,1801,7,
10.1101/2021.08.06.21261733,medrxiv,1,radiology and imaging,NP,2021-08-10,Northeastern University,104,1402,9,
10.1101/2022.10.11.511718,biorxiv,1,microbiology,NP,2022-10-11,Quadram Institute Bioscience,105,2088,7,
10.1101/443424,biorxiv,1,plant biology,NP,2018-10-15,University of Essex,168,1394,6,
10.1101/2021.03.19.21253756,medrxiv,1,public and global health,NP,2021-03-24,Columbia University Irving Medical Center,111,1907,4,
10.1101/2020.11.02.364935,biorxiv,1,bioinformatics,NP,2020-11-05,Dartmouth College Geisel School of Medicine,75,1046,5,
10.1101/2021.09.27.461147,biorxiv,1,biochemistry,NP,2021-09-27,Beckman Research Institute/City of Hope,149,1941,5,
10.1101/748079,biorxiv,1,neuroscience,NP,2019-08-28,Loma Linda University School of Medicine,93,2507,3,
10.1101/2021.03.29.437480,biorxiv,1,scientific communication and education,NP,2021-03-29,Arizona State University,124,1978,11,
10.1101/2021.10.26.465977,biorxiv,1,genomics,NP,2021-10-28,Universidade Estadual de Campinas,118,338,4,
10.1101/460170,biorxiv,1,biophysics,NP,2018-11-02,Purdue University,108,1288,3,
10.1101/2022.03.23.485508,biorxiv,1,physiology,NP,2022-03-26,Columbia University,72,1153,11,
10.1101/2022.01.11.475923,biorxiv,1,bioengineering,NP,2022-01-13,Stony Brook University,103,1369,5,
10.1101/2021.09.01.458572,biorxiv,1,immunology,NP,2021-09-03,Sloan-Kettering Institute,119,1955,10,
10.1101/2022.10.21.513168,biorxiv,1,biochemistry,NP,2022-10-21,Aalto University,125,1050,6,
10.1101/2020.09.07.20189977,medrxiv,1,radiology and imaging,NP,2020-09-09,University of Wisconsin at Madison,90,2037,7,
10.1101/2022.10.04.510863,biorxiv,1,microbiology,NP,2022-10-05,"University of California, Berkeley",128,1386,8,
10.1101/2020.02.19.956417,biorxiv,1,genomics,NP,2020-02-20,Medical University of South Carolina,96,1063,6,
10.1101/2020.08.27.270967,biorxiv,1,bioinformatics,NP,2020-08-29,Deakin University,92,707,5,
10.1101/170209,biorxiv,2,neuroscience,NP,2018-08-16,University of Virginia,49,1921,10,
10.1101/2020.10.30.361865,biorxiv,1,developmental biology,NP,2020-10-30,Imperial College London and MRC London Institute of Medical Sciences,86,1301,10,
10.1101/2022.03.28.486142,biorxiv,1,neuroscience,NP,2022-03-29,Duke University Medical Center,100,1873,10,
10.1101/2021.05.27.445469,biorxiv,1,immunology,NP,2021-05-27,Imperial College London,96,1321,11,
10.1101/2021.09.20.461121,biorxiv,1,genomics,NP,2021-09-23,"UConn Center on Aging, University of Connecticut School of Medicine, Farmington, CT",59,1086,10,
10.1101/2021.05.19.444816,biorxiv,1,neuroscience,NP,2021-05-21,"Medical College of Wisconsin, Inc",76,1848,4,
10.1101/734145,biorxiv,1,microbiology,NP,2019-08-13,Tarleton State University,225,1706,3,
10.1101/2021.03.22.21254145,medrxiv,1,pain medicine,NP,2021-03-24,"Allodynic Therapeutics, LLC",186,1912,1,
10.1101/643759,biorxiv,1,plant biology,NP,2019-05-23,NIAB,119,1255,11,
10.1101/2021.10.10.21264807,medrxiv,1,health economics,NP,2021-10-11,KEMRI Wellcome Trust Research Progr,125,2399,6,
10.1101/510636,biorxiv,1,microbiology,NP,2019-01-03,Universitat Autònoma de Barcelona,111,2850,12,
10.1101/2022.10.02.22280613,medrxiv,1,epidemiology,NP,2022-10-04,Hawassa University College of Medicine and Health Sciences,221,1869,4,
10.1101/2022.03.27.485719,biorxiv,1,developmental biology,NP,2022-03-28,Marine Biological Laboratory,72,1931,4,
10.1101/2021.10.01.462812,biorxiv,1,immunology,NP,2021-10-01,University of Michigan,66,1466,20,
10.1101/712968,biorxiv,1,synthetic biology,NP,2019-07-24,University of Minnesota,99,943,7,
10.1101/2021.10.27.466073,biorxiv,1,neuroscience,NP,2021-10-28,The Hebrew University Faculty of Medicine,101,2266,4,
10.1101/2022.09.13.507804,biorxiv,1,biophysics,NP,2022-09-15,University of Ottawa,79,956,4,
10.1101/2020.06.19.123307,biorxiv,1,immunology,NP,2020-06-20,RILITE Research Institute & AMPEL BioSolutions LLC,140,1398,8,
10.1101/2020.03.01.972257,biorxiv,1,animal behavior and cognition,NP,2020-03-03,"Department of Sports and Medical Science, Teikyo University, Tokyo, Japan.",62,1218,5,
10.1101/444331,biorxiv,1,biophysics,NP,2018-10-15,Augmanity,65,1032,10,
10.1101/737502,biorxiv,1,microbiology,NP,2019-08-16,University of Michigan,76,2111,3,
10.1101/2021.05.28.446081,biorxiv,1,evolutionary biology,NP,2021-05-30,Ashoka Trust for research in Ecology and the Environment,127,1355,5,
10.1101/2021.05.16.21257288,medrxiv,1,infectious diseases,NP,2021-05-17,"1st Department of Internal Medicine/Gastroenterology and  University Teaching Molecular Diagnostics Laboratory, Szent Gyorgy University Teaching Hospital, Szeke",154,3219,7,
10.1101/2020.10.12.336313,biorxiv,1,pharmacology and toxicology,NP,2020-10-12,Wayne State University,61,1500,7,
10.1101/763136,biorxiv,1,bioinformatics,NP,2019-09-09,Victoria University,92,1855,5,
10.1101/2022.03.01.482118,biorxiv,1,cell biology,NP,2022-03-02,Indiana University School of Medicine,111,1326,11,
10.1101/816405,biorxiv,1,plant biology,NP,2019-10-24,University of Turku,143,1529,9,
10.1101/2020.08.07.240762,biorxiv,1,neuroscience,NP,2020-08-07,Stanford University,80,1533,9,
10.1101/2022.06.13.496022,biorxiv,1,systems biology,NP,2022-06-16,ICMR- NATIONAL INSTITUTE OF CHOLERA AND ENTERIC DISEASES,115,1183,13,
10.1101/652024,biorxiv,1,zoology,NP,2019-05-28,"CAS Key Laboratory of Genomic and Precision Medicine Beijing Instit ute of Genomics, Chinese Academy of Sciences, Beijing, China",144,1022,4,
10.1101/696211,biorxiv,1,cell biology,NP,2019-07-08,UT Southwestern Medical Center,79,954,13,
10.1101/2020.08.19.258293,biorxiv,1,plant biology,NP,2020-08-20,Cairo Institute of Oceanography and Fisheries,73,210,1,
10.1101/153791,biorxiv,2,genetics,year2+,2018-03-06,Buck Institute for Research on Aging,117,1119,5,5.0
10.1101/2020.01.15.20017558,medrxiv,1,epidemiology,NP,2020-01-18,"Biomedical Engineering Institute, Control Science and Engineering School, Shandong University",83,736,15,
10.1101/2021.04.29.442002,biorxiv,1,cell biology,NP,2021-04-29,Washington University School of Medicine,67,2770,6,
10.1101/2021.05.19.21257499,medrxiv,1,epidemiology,NP,2021-05-20,University College London,131,1710,6,
10.1101/2020.04.24.058693,biorxiv,1,microbiology,NP,2020-04-25,University of Kansas Medical Center,133,1514,8,
10.1101/442673,biorxiv,1,microbiology,NP,2018-10-14,"Center for Genome Analysis, Appreciate the Beauty of Life Inc.",122,2683,11,
10.1101/2022.10.24.511890,biorxiv,1,microbiology,NP,2022-10-24,GFZ German Research Centre for Geosciences,91,2150,8,
10.1101/2021.02.05.21250572,medrxiv,1,public and global health,NP,2021-02-08,University of Quebec in Outaouais,98,2290,3,
10.1101/2021.12.08.471816,biorxiv,1,genomics,year1,2021-12-10,Michigan State University,109,1031,3,5.0
10.1101/2021.02.17.431747,biorxiv,1,immunology,year1,2021-02-18,University of Georgia,129,2959,4,4.0
10.1101/470047,biorxiv,1,biophysics,year1,2018-11-14,Columbia University,137,1816,9,3.0
10.1101/2022.10.25.513729,biorxiv,1,cell biology,NP,2022-10-27,University of New Mexico School of Medicine,112,1424,5,
10.1101/230326,biorxiv,3,evolutionary biology,year1,2018-05-10,University of Toronto,72,1469,2,2.0
10.1101/458620,biorxiv,1,developmental biology,NP,2018-10-31,Soochow University,110,2998,15,
10.1101/2020.05.22.106062,biorxiv,1,genetics,year1,2020-05-22,University of North Carolina at Chapel Hill,101,2015,10,4.0
10.1101/317982,biorxiv,1,bioinformatics,year1,2018-05-09,Pennsylvania State University,123,1721,5,2.0
10.1101/2021.06.14.21258812,medrxiv,1,epidemiology,year1,2021-06-21,"UCT, Cape Town",142,1821,15,2.0
10.1101/2020.06.29.178665,biorxiv,1,immunology,year1,2020-06-30,University of Central Florida,80,1763,3,0.0
10.1101/2020.03.15.992321,biorxiv,1,bioengineering,year1,2020-03-17,"University of California, Los Angeles",81,1360,4,1.0
10.1101/2022.08.13.503869,biorxiv,1,microbiology,year1,2022-08-15,University of Wisconsin-Madison,56,1324,3,4.0
10.1101/2022.10.06.22280795,medrxiv,1,epidemiology,year1,2022-10-07,RTI International,93,2507,16,22.0
10.1101/2020.11.06.20226910,medrxiv,1,psychiatry and clinical psychology,year2,2020-11-07,"Department of Child and Adolescent Psychiatry, Institute of Psychiatry and Mental Health, Hospital General Universitario Gregorio Maranon, Madrid, Spain. CIBERS",116,1223,20,3.0
10.1101/2022.02.21.481294,biorxiv,1,systems biology,year1,2022-02-21,University of Bonn,116,1003,16,1.0
10.1101/2020.06.19.161265,biorxiv,1,biochemistry,year1,2020-06-20,MIT,78,1427,3,1.0
10.1101/2020.03.04.20024869,medrxiv,1,neurology,year1,2020-03-06,Brown University,100,1910,6,2.0
10.1101/547703,biorxiv,1,microbiology,NP,2019-02-14,"Liverpool School of Tropical Medicine, Liverpool, United Kingdom",94,1438,11,
10.1101/529750,biorxiv,1,physiology,year1,2019-01-24,University of Sussex,76,1668,3,2.0
10.1101/2020.06.09.142919,biorxiv,1,bioinformatics,year1,2020-06-11,ETH Zurich,107,1768,5,17.0
10.1101/2021.03.25.436923,biorxiv,1,evolutionary biology,NP,2021-03-25,University of Cambridge,107,1287,4,
10.1101/2021.01.12.21249697,medrxiv,1,endocrinology,year1,2021-01-15,Xanthi General Hospital,117,1692,7,9.0
10.1101/297218,biorxiv,1,ecology,year1,2018-04-07,University of Illinois at Urbana-Champaign,95,1517,2,2.0
10.1101/628214,biorxiv,1,molecular biology,year1,2019-05-05,"Children's hospital of Philadelphia, University of Pennsylvania",79,1654,10,5.0
10.1101/2022.03.22.485346,biorxiv,1,biochemistry,NP,2022-03-23,Washington University School of Medicine,61,1084,15,
10.1101/2022.05.10.491425,biorxiv,1,molecular biology,NP,2022-05-11,University of Washington,105,1209,5,
10.1101/2020.06.08.137331,biorxiv,1,molecular biology,year1,2020-06-08,University of Kentucky,70,1285,6,18.0
10.1101/2021.12.27.474275,biorxiv,1,microbiology,year1,2021-12-28,"KU Leuven, Rega Institute, Leuven, Belgium",113,791,8,159.0
10.1101/628073,biorxiv,1,bioinformatics,NP,2019-05-06,"Inst de Microbiologia, Inst de Medicina Molecular, Faculdade de Medicina, Universidade de Lisboa",74,1820,9,
10.1101/2020.07.15.205179,biorxiv,1,genetics,year1,2020-07-15,The University of Washington,99,1224,2,3.0
10.1101/2021.02.19.21252087,medrxiv,1,health systems and quality improvement,year2,2021-02-23,Fundacion Octaedro,116,2052,10,1.0
10.1101/2020.07.10.196949,biorxiv,1,animal behavior and cognition,year1,2020-07-10,"University of Oxford; Taï Chimpanzee Project, Centre Suisse de Recherches Scientifiques en Côte d'Ivoire, Abidjan, Côte d'Ivoire",69,1533,7,1.0
10.1101/2019.12.11.19013649,medrxiv,1,oncology,year1,2019-12-14,"Infectious Diseases Institute, Makerere University, Kampala, Uganda",88,1632,9,1.0
10.1101/418368,biorxiv,1,molecular biology,NP,2018-09-15,University of Birmingham,44,1156,4,
10.1101/2022.09.27.509734,biorxiv,1,molecular biology,year1,2022-09-28,Tampere University,138,1354,11,1.0
10.1101/2022.04.14.488418,biorxiv,1,plant biology,year1,2022-04-15,Michigan State University,72,2424,6,1.0
10.1101/2021.06.21.21259259,medrxiv,1,pediatrics,year1,2021-06-25,"Kalinga Institute of Medical Sciences, Bhubaneswar",142,1697,7,1.0
10.1101/2020.03.14.992198,biorxiv,1,neuroscience,year1,2020-03-16,Princeton University,80,1375,6,3.0
10.1101/2021.08.31.457412,biorxiv,1,bioengineering,year1,2021-09-01,RICE UNIVERSITY,82,1764,10,1.0
10.1101/2021.05.13.21257194,medrxiv,1,epidemiology,year1,2021-05-17,University of Auckland,95,1089,9,15.0
10.1101/2022.10.19.507549,biorxiv,1,systems biology,year1,2022-10-21,"State Key Laboratory of Genetic Engineering, School of Life Sciences and Human Phenome Institute, Fudan University, Shanghai, China.",103,1236,15,2.0
10.1101/2021.03.29.437515,biorxiv,1,bioinformatics,year1,2021-03-29,University Medical Centre Utrecht,101,1204,2,0.0
10.1101/473314,biorxiv,1,neuroscience,NP,2018-11-19,Cold Spring Harbor Laboratory,91,513,10,
10.1101/2022.03.15.484529,biorxiv,1,microbiology,NP,2022-03-16,University of Oxford,72,1432,8,
10.1101/2021.02.22.432096,biorxiv,1,evolutionary biology,year1,2021-02-22,Emory University,142,972,2,17.0
10.1101/2020.02.14.947614,biorxiv,1,cell biology,NP,2020-02-14,Institute de Pharmacologie et de Biologie Structurale (IPBS),95,1404,8,
10.1101/333682,biorxiv,1,bioinformatics,year1,2018-05-30,Cinvestav,67,1174,2,0.0
10.1101/2022.09.24.509300,biorxiv,1,microbiology,NP,2022-09-24,"Wuhan Institute of Virology, Chinese Academy of Sciences",99,1062,16,
10.1101/2021.11.04.21265815,medrxiv,1,neurology,NP,2021-11-05,"Department of Psychiatry and Behavioral Health, Ohio State University Wexner Medical Center, Columbus, OH",77,2219,8,
10.1101/2021.12.22.473828,biorxiv,1,animal behavior and cognition,year1,2021-12-23,"Max Planck Institute of Animal Behavior; Centre for the Advanced Study of Collective Behaviour, University of Konstanz; Department of Biology, University of Kon",66,1555,4,6.0
10.1101/2022.02.15.480542,biorxiv,1,plant biology,NP,2022-02-18,Queen's University,103,1867,4,
10.1101/738203,biorxiv,1,neuroscience,year1,2019-08-16,Salk Institute for Biological Studies,121,1997,3,11.0
10.1101/2022.09.29.510034,biorxiv,1,cancer biology,NP,2022-10-01,"Pancreatic Cancer Translational Research Group, School of Biomedical Sciences, Lowy Cancer Research Centre, UNSW Sydney, NSW, 2152, Australia; Australian Centre",68,1181,29,
10.1101/2020.11.12.380485,biorxiv,1,cancer biology,year1,2020-11-12,Institut de Genetique Humaine - CNRS/UM,147,2667,6,6.0
10.1101/2021.05.03.442479,biorxiv,1,neuroscience,NP,2021-05-04,Washington University School of Medicine in St. Louis,109,1257,3,
10.1101/2021.03.08.21252412,medrxiv,1,respiratory medicine,NP,2021-03-13,Yale University,113,3453,6,
10.1101/2020.09.17.20196709,medrxiv,1,public and global health,NP,2020-09-18,"School of public health, Gansu university of Chinese medicine, Gansu Lanzhou 730000, China",120,1567,5,
10.1101/435651,biorxiv,1,biophysics,year1,2018-10-05,The Rockefeller University,106,1086,8,1.0
10.1101/818070,biorxiv,1,microbiology,year1,2019-10-24,Institute of Life Sciences,116,2886,13,1.0
10.1101/2022.12.04.519036,biorxiv,1,cancer biology,year1,2022-12-04,University of Colorado,101,1454,22,7.0
10.1101/335067,biorxiv,1,microbiology,year1,2018-05-30,The University of Queensland,178,1684,2,9.0
10.1101/2021.11.20.21266638,medrxiv,1,infectious diseases,NP,2021-11-21,UNMSM,130,1868,4,
10.1101/2021.05.21.445201,biorxiv,1,immunology,NP,2021-05-24,"University of California, Irvine",77,2040,9,
10.1101/2022.07.24.501295,biorxiv,1,microbiology,NP,2022-07-24,"College of Chemical and Biological Engineering & ZJU-Hangzhou Global Scientific and Technological Innovation Center, Zhejiang University, Hangzhou",94,1316,3,
10.1101/307751,biorxiv,1,bioinformatics,NP,2018-04-25,Wayne State University,84,1856,3,
10.1101/2020.05.09.20096255,medrxiv,1,public and global health,year1,2020-05-13,"School of Computing and Mathematics, Charles Sturt University, Australia.",102,1975,6,5.0
10.1101/2022.06.07.495180,biorxiv,1,immunology,NP,2022-06-09,Seattle Childrens Research Institute,74,1665,10,
10.1101/2021.02.04.21251126,medrxiv,1,epidemiology,year1,2021-02-06,Weill Cornell Medicine-Qatar,115,1737,24,0.0
10.1101/2021.09.21.461160,biorxiv,1,animal behavior and cognition,NP,2021-09-24,Rikkyo University,107,649,1,
10.1101/2021.03.05.21252987,medrxiv,1,psychiatry and clinical psychology,year1,2021-03-11,King\'s College London,70,1729,2,9.0
10.1101/2020.05.04.20088146,medrxiv,1,epidemiology,year1,2020-05-06,Yamanashi Central Hospital,154,1401,10,25.0
10.1101/2020.09.02.20186577,medrxiv,1,epidemiology,NP,2020-09-03,King\'s College London,100,2454,9,
10.1101/2022.04.26.22274316,medrxiv,1,epidemiology,NP,2022-04-28,Norwegian Centre for Violence and Traumatic Stress Studies,200,1642,4,
10.1101/2021.09.01.458650,biorxiv,1,biophysics,year1,2021-09-02,"Howard Hughes Medical Institute, University of California, Berkeley",112,1163,10,9.0
10.1101/787077,biorxiv,1,genomics,year1,2019-09-30,"BGI-Qingdao, BGI-Shenzhen",152,922,11,0.0
10.1101/2020.02.21.20026427,medrxiv,1,gastroenterology,year2,2020-02-25,"Department of Surgery, University of Washington, Seattle",114,1794,8,0.0
10.1101/2022.03.11.483886,biorxiv,1,physiology,year1,2022-03-12,University of Gothenburg,170,3112,11,2.0
10.1101/2020.04.02.021618,biorxiv,1,ecology,year1,2020-04-02,Ustav Biologie Obratlovcu Akademie ved Ceske Republiky,125,1160,3,0.0
10.1101/2020.07.27.223354,biorxiv,1,immunology,year2+,2020-07-29,Sorbonne University - APHP,92,1339,10,5.0
10.1101/2021.09.08.459535,biorxiv,1,cancer biology,year1,2021-09-09,University of Vermont,56,1092,8,18.0
10.1101/781963,biorxiv,1,microbiology,NP,2019-09-25,Embrapa Mandioca e Fruticultura,142,2095,5,
10.1101/2021.11.24.21266797,medrxiv,1,psychiatry and clinical psychology,NP,2021-11-24,Mazor Mental Health & the Faculty of Medicine Technion,140,1292,9,
10.1101/2021.03.25.436995,biorxiv,1,ecology,NP,2021-03-25,University of California Merced,121,2685,3,
10.1101/2020.05.11.088724,biorxiv,1,genomics,year1,2020-05-11,University of Minnesota,72,1206,9,24.0
10.1101/2020.11.23.393876,biorxiv,1,microbiology,year2,2020-11-23,Linnaeus University,125,2262,6,1.0
10.1101/2022.03.23.485445,biorxiv,1,paleontology,year1,2022-03-26,Brunel University London,68,1913,7,3.0
10.1101/531327,biorxiv,1,bioinformatics,year1,2019-01-26,"School of Computing Science, Simon Fraser University, Burnaby, BC, Canada",89,1872,4,13.0
10.1101/2021.09.27.461878,biorxiv,1,cell biology,year1,2021-09-28,"Janelia Research Campus, Howard Hughes Medical Institute, Ashburn, VA, USA",95,1147,22,28.0
10.1101/2020.03.17.995043,biorxiv,1,microbiology,year1,2020-03-19,"Université de Rouen Normandie, Normandie Université, Laboratoire de Microbiologie Signaux et Microenvironnement, LMSM EA4312, Évreux, France",97,1378,17,9.0
10.1101/2021.03.31.437907,biorxiv,1,biophysics,year1,2021-03-31,"Department of Surgical, Medical and Molecular Pathology, and Critical Care Medicine, University of Pisa, Pisa, Italy",120,1373,18,0.0
10.1101/2022.01.14.22269271,medrxiv,1,pediatrics,NP,2022-01-14,Airlangga University,115,1307,2,
10.1101/2022.04.28.489908,biorxiv,1,neuroscience,NP,2022-04-29,"Laboratory of Neural Computation, Center for Neuroscience and Cognitive Systems @UniTn, Istituto Italiano di Tecnologia, 38068 Rovereto, Italy",121,1392,5,
10.1101/2020.07.14.202507,biorxiv,1,biophysics,year2,2020-07-15,"Department of Chemistry and Molecular Biology and Wallenberg Centre for Molecular and Translational Medicine, University of Gothenburg, Sweden",66,1101,3,1.0
10.1101/2021.11.17.468930,biorxiv,1,bioengineering,year1,2021-11-19,EPFL,108,1391,5,2.0
10.1101/723106,biorxiv,1,plant biology,year1,2019-08-02,"School of Life Sciences, USTC",104,1589,5,7.0
10.1101/2020.05.20.107219,biorxiv,1,molecular biology,year1,2020-05-22,Institut Pasteur,99,1303,8,7.0
10.1101/286054,biorxiv,1,genomics,NP,2018-03-21,Princess Margaret Cancer Centre,90,1164,18,
10.1101/645457,biorxiv,1,pharmacology and toxicology,NP,2019-05-23,University of South Carolina,85,1629,2,
10.1101/2022.08.12.503738,biorxiv,1,cell biology,year1,2022-08-12,The University of Tokyo,99,1068,4,3.0
10.1101/2022.03.03.482846,biorxiv,1,neuroscience,year1,2022-03-04,Istituto Italiano di Tecnologia,118,1646,4,6.0
10.1101/2021.09.17.460809,biorxiv,1,neuroscience,year1,2021-09-20,Ecole Normale Superieure de Paris,74,1330,3,2.0
10.1101/481408,biorxiv,1,cell biology,year2+,2018-11-29,University of Melbourne,135,1281,3,1.0
10.1101/2021.12.12.21267614,medrxiv,1,gastroenterology,NP,2021-12-14,"School of Biotechnology, Jawaharlal Nehru University, New Delhi, India",129,1677,9,
10.1101/315028,biorxiv,1,genomics,year1,2018-05-04,Perelman School of Medicine,105,1646,4,0.0
10.1101/634030,biorxiv,1,neuroscience,year1,2019-05-10,University of Illinois at Urbana Champaign,174,1428,3,1.0
10.1101/2022.02.03.22270419,medrxiv,1,infectious diseases,year1,2022-02-04,"Centre for Bioinnovation, University of the Sunshine Coast and Sunshine Coast Health Institute",134,2019,9,3.0
10.1101/2022.02.02.478867,biorxiv,1,genomics,year1,2022-02-03,"University of Missouri, Columbia",36,1425,3,1.0
10.1101/2022.07.04.22277225,medrxiv,1,epidemiology,NP,2022-07-06,"Center for Health Emergencies, Bruno Kessler Foundation, Trento, Italy",94,1851,10,
10.1101/2021.08.20.21262354,medrxiv,1,oncology,year2,2021-08-25,University of Johannesburg,74,1078,2,0.0
10.1101/2022.04.27.22274356,medrxiv,1,public and global health,year1,2022-04-28,Royal Veterinary College,173,1764,9,0.0
10.1101/2021.10.23.465566,biorxiv,1,cancer biology,NP,2021-10-24,Cancer Research Center of Toulouse INSERM CNRS UT3.,120,1441,18,
10.1101/2021.04.01.21254681,medrxiv,1,public and global health,year1,2021-04-06,"Cytogenetics Laboratory Department of Zoology, Banaras Hindu University, India",80,1351,22,3.0
10.1101/302687,biorxiv,1,biophysics,NP,2018-04-16,University of Cambridge,96,1937,2,
10.1101/712265,biorxiv,1,microbiology,year1,2019-07-23,Kuwait Institute for Scientific Research,112,2063,5,2.0
10.1101/2021.11.22.469527,biorxiv,1,genomics,year1,2021-11-22,Chinese Academy of Agricultural Science,113,1346,11,1.0
10.1101/2021.06.08.447469,biorxiv,1,molecular biology,NP,2021-06-08,Hubei University,114,1355,4,
10.1101/2020.09.27.315978,biorxiv,1,biophysics,year2,2020-09-28,The University of Sydney,99,1001,3,0.0
10.1101/2022.10.12.22280969,medrxiv,1,neurology,NP,2022-10-13,Burnet Institute,171,2500,19,
10.1101/2022.02.08.22270370,medrxiv,1,neurology,year1,2022-02-15,"Department of Clinical Neurosciences, Lausanne University Hospital (CHUV) and University of Lausanne (UNIL), Lausanne, Switzerland",89,1244,17,8.0
10.1101/2022.03.28.486058,biorxiv,1,developmental biology,NP,2022-03-28,University of Pennsylvania,128,1362,10,
10.1101/474015,biorxiv,1,biophysics,year1,2018-11-22,Northwestern University,127,1518,7,8.0
10.1101/2022.03.10.483603,biorxiv,1,ecology,year1,2022-03-13,Aarhus University,92,2183,6,0.0
10.1101/2022.06.14.496209,biorxiv,1,plant biology,year1,2022-06-15,"Department of Forest Ecosystems and Society, Oregon State University, Corvallis, OR, USA",87,1449,15,2.0
10.1101/2020.10.23.352021,biorxiv,1,neuroscience,year2,2020-10-23,CNRS,137,2743,6,4.0
10.1101/2022.02.07.479421,biorxiv,1,ecology,year1,2022-02-10,Binghamton University,117,2319,5,0.0
10.1101/2019.12.16.877993,biorxiv,1,animal behavior and cognition,NP,2019-12-16,Okayama University,115,859,5,
10.1101/2021.11.09.467903,biorxiv,1,bioinformatics,NP,2021-11-11,Brown University,105,1274,4,
10.1101/2021.01.22.427620,biorxiv,1,genomics,year1,2021-01-24,"Division of Gene Regulation, Oncode Institute & The Netherlands Cancer Institute",61,1479,6,9.0
10.1101/302893,biorxiv,1,bioengineering,NP,2018-04-17,"Center for Orphan Autoimmune Disorders, University of Florida College of Dentistry, 1600 SW Archer R",104,1484,7,
10.1101/2019.12.24.887935,biorxiv,1,biochemistry,year2,2019-12-27,The Francis Crick Instiute,108,1093,6,3.0
10.1101/2020.07.08.191528,biorxiv,1,neuroscience,year1,2020-07-09,University of Lausanne,118,1207,6,2.0
10.1101/2020.08.26.20180901,medrxiv,1,infectious diseases,year1,2020-09-01,University of York,104,1486,18,7.0
10.1101/2022.11.18.22282275,medrxiv,1,oncology,NP,2022-11-20,"Biomedical Sciences College & Shandong Medical Biotechnology Centre, Shandong First Medical University & Shandong Academy of Medical Sciences",78,1316,7,
10.1101/2020.12.22.423953,biorxiv,1,immunology,year1,2020-12-22,"Institute of Clinical Molecular Biology, University of Kiel",93,1456,27,7.0
10.1101/2022.05.10.22274894,medrxiv,1,health policy,NP,2022-05-10,"The Wales Centre for Evidence Based Care, School of Healthcare Sciences, Cardiff University, Cardiff, United Kingdom",127,8112,10,
10.1101/2020.06.30.179663,biorxiv,1,genetics,NP,2020-06-30,AIG Hospitals,94,836,8,
10.1101/2022.12.31.522279,biorxiv,1,genetics,NP,2022-12-31,"Universite de Paris, Imagine Institute, Laboratory of chromatin and gene regulation during development, INSERM UMR1163, 75015, Paris, France.",118,1500,13,
