doi,server,version,category,publiStatus,date,author_corresponding_institution,titleLength,abstractLength,numberAuthors,cit1year
10.1101/2021.11.01.466845,biorxiv,1,developmental biology,year1,2021-11-02,Rutgers - Robert Wood Johnson Medical School,109,1298,4,4.0
10.1101/2021.11.01.466856,biorxiv,1,genetics,year1,2021-11-03,Bill and Melinda Gates Foundation,136,3974,5,4.0
10.1101/2021.11.02.21265831,medrxiv,1,infectious diseases,year2,2021-11-03,Lehigh University,77,2064,5,1.0
10.1101/2021.11.02.464583,biorxiv,1,molecular biology,NP,2021-11-02,Centre de recherche du CHU de Québec - Université Laval,77,1003,9,
10.1101/2021.11.02.466367,biorxiv,1,biochemistry,year2,2021-11-02,University of Rochester School of Medicine and Dentistry,100,998,5,8.0
10.1101/2021.11.02.466947,biorxiv,1,plant biology,NP,2021-11-02,Academia Sinica,86,1968,14,
10.1101/2021.11.02.466996,biorxiv,1,neuroscience,NP,2021-11-02,"Sanofi, Neurological Diseases; Framingham, MA, 01701 USA.",87,1420,21,
10.1101/2021.11.03.467106,biorxiv,1,synthetic biology,NP,2021-11-03,Massachusetts Institute of Technology,111,1112,4,
10.1101/2021.11.04.467323,biorxiv,1,molecular biology,year1,2021-11-04,University of Pennsylvania Perelman School of Medicine,112,1410,3,29.0
10.1101/2021.11.04.467330,biorxiv,1,genomics,year1,2021-11-04,The Hebrew University of  Jerusalem,73,937,3,1.0
10.1101/2021.11.04.467339,biorxiv,1,microbiology,year1,2021-11-04,Osaka University,72,840,7,0.0
10.1101/2021.11.05.467370,biorxiv,1,plant biology,NP,2021-11-06,Peking University Institute of Advanced Agricultural Sciences,112,1194,6,
10.1101/2021.11.05.467388,biorxiv,1,genomics,NP,2021-11-05,University of Washington / HHMI,86,1292,12,
10.1101/2021.11.05.467423,biorxiv,1,genetics,year1,2021-11-05,Aarhus University,77,1146,6,18.0
10.1101/2021.11.05.467434,biorxiv,1,genomics,NP,2021-11-05,University of Washington,91,1368,9,
10.1101/2021.11.05.467506,biorxiv,1,genetics,year1,2021-11-06,Van Andel Research Institute,112,1650,6,0.0
10.1101/2021.11.06.467548,biorxiv,1,synthetic biology,year2,2021-11-06,University of California Los Angeles,77,1900,4,1.0
10.1101/2021.11.08.467671,biorxiv,1,cancer biology,year1,2021-11-08,"Disease Networks Research Unit, Faculty of Biochemistry and Molecular Medicine, University of Oulu, Oulu, Finland",127,1154,10,5.0
10.1101/2021.11.08.467731,biorxiv,1,genetics,NP,2021-11-08,Verve Therapeutics,144,1315,14,
10.1101/2021.11.08.467750,biorxiv,1,bioengineering,NP,2021-11-09,UC Berkeley/HHMI,109,1663,16,
10.1101/2021.11.08.467751,biorxiv,1,cancer biology,NP,2021-11-10,University of Illinois Chicago,75,2464,1,
10.1101/2021.11.08.467815,biorxiv,1,genomics,NP,2021-11-09,Massachusetts General Hospital and The Broad Institute,114,1484,20,
10.1101/2021.11.09.467950,biorxiv,1,developmental biology,year1,2021-11-11,University of Wisconsin,113,1481,5,2.0
10.1101/2021.11.09.467981,biorxiv,1,cell biology,NP,2021-11-10,"Charles Perkins Centre, Dr. John and Anne Chong Lab for Functional Genomics, Centenary Institute, and School of Life and Environmental Sciences, University of S",71,1211,16,
10.1101/2021.11.09.468001,biorxiv,1,microbiology,NP,2021-11-10,Michigan State University,79,2082,2,
10.1101/2021.11.10.467884,biorxiv,1,molecular biology,NP,2021-11-10,Klaus Tschira Institute for Integrative Computational Cardiology,108,1407,9,
10.1101/2021.11.10.467974,biorxiv,1,cell biology,year1,2021-11-11,Lerner Research Institute Cleveland Clinic,103,1709,11,5.0
10.1101/2021.11.10.468015,biorxiv,1,cell biology,year1,2021-11-11,Cornell University,93,2761,3,0.0
10.1101/2021.11.10.468023,biorxiv,1,developmental biology,year1,2021-11-11,Zhejiang University,100,2208,8,5.0
10.1101/2021.11.10.468024,biorxiv,1,molecular biology,NP,2021-11-10,Wellcome Sanger Institute,84,1063,6,
10.1101/2021.11.10.468138,biorxiv,1,plant biology,year1,2021-11-12,"Institute of Plant Protection, Chinese Academy of Agricultural Sciences (CAAS)",146,1528,5,5.0
10.1101/2021.11.11.468220,biorxiv,1,evolutionary biology,year1,2021-11-12,"Department for Biological Sciences, University of Bergen, Thormohlensgate 53, 5006 Bergen, Norway",128,1119,3,0.0
10.1101/2021.11.12.467071,biorxiv,1,molecular biology,NP,2021-11-12,"Department of Pathology (Research), UCL Cancer Institute, University College London, London, WC1E 6BT, UK",109,2329,8,
10.1101/2021.11.12.468309,biorxiv,1,neuroscience,year1,2021-11-15,"Zhongshan School of Medicine, Sun Yat-sen University",122,2350,5,18.0
10.1101/2021.11.12.468349,biorxiv,1,microbiology,year1,2021-11-12,"CEFE, CNRS, Univ Montpellier, EPHE, IRD, Montpellier, France",90,1290,11,5.0
10.1101/2021.11.12.468355,biorxiv,1,immunology,year1,2021-11-13,"University of Groningen, University Medical Center Groningen, Department of Obstetrics and Gynecology, The Netherlands",100,1738,6,0.0
10.1101/2021.11.12.468366,biorxiv,1,microbiology,NP,2021-11-12,"Skolkovo Institute of Science and Technology, Moscow, 121205, Russia",116,1574,5,
10.1101/2021.11.12.468388,biorxiv,1,microbiology,year1,2021-11-12,Broad Institute of MIT and Harvard; Harvard Medical School; Massachusetts General Hospital,83,1799,10,8.0
10.1101/2021.11.12.468406,biorxiv,1,synthetic biology,year1,2021-11-12,University of New Haven,142,1655,2,0.0
10.1101/2021.11.12.468427,biorxiv,1,bioengineering,NP,2021-11-13,University of Minnesota,126,1172,14,
10.1101/2021.11.15.468639,biorxiv,1,genomics,NP,2021-11-16,University of Copenhagen,69,1527,5,
10.1101/2021.11.15.468684,biorxiv,1,cancer biology,NP,2021-11-15,Ghent University,86,1248,9,
10.1101/2021.11.15.468743,biorxiv,1,molecular biology,year1,2021-11-16,The George Washington University,146,2076,10,4.0
10.1101/2021.11.16.468554,biorxiv,1,molecular biology,year1,2021-11-16,Shenzhen Second People's Hospital,105,1234,9,1.0
10.1101/2021.11.16.468799,biorxiv,1,bioinformatics,year2+,2021-11-16,University of Oxford,114,1474,3,1.0
10.1101/2021.11.16.468903,biorxiv,1,synthetic biology,year1,2021-11-17,University of Texas at Austin,112,2125,8,1.0
10.1101/2021.11.17.469005,biorxiv,1,developmental biology,year1,2021-11-19,Wellcome Sanger Institute,77,1797,11,6.0
10.1101/2021.11.18.469088,biorxiv,1,biochemistry,year1,2021-11-18,University of Zurich,45,1079,9,30.0
10.1101/2021.11.18.469120,biorxiv,1,bioengineering,NP,2021-11-21,South Dakota State University,121,1092,2,
10.1101/2021.11.18.469202,biorxiv,1,microbiology,year2,2021-11-19,University of Copenhagen,102,2299,7,0.0
10.1101/2021.11.19.469258,biorxiv,1,cell biology,year2,2021-11-20,University of Pennsylvania,129,1122,14,0.0
10.1101/2021.11.21.469464,biorxiv,1,bioinformatics,NP,2021-11-22,"University of California, Berkeley",79,1090,4,
10.1101/2021.11.23.469693,biorxiv,1,molecular biology,NP,2021-11-23,"Helmholtz Institute for RNA-based Infection Research (HIRI), Helmholtz Centre for Infection Research (HZI); Department of Chemical and Biomolecular Engineering,",87,1531,6,
10.1101/2021.11.23.469714,biorxiv,1,microbiology,NP,2021-11-24,Brown University,82,1031,9,
10.1101/2021.11.23.469762,biorxiv,1,neuroscience,NP,2021-11-23,Stanford University,98,2286,10,
10.1101/2021.11.23.469794,biorxiv,1,genetics,year2,2021-11-24,University of Minnesota,78,3351,3,0.0
10.1101/2021.11.24.469829,biorxiv,1,neuroscience,year1,2021-11-25,"UK Dementia Research Institute and Centre for Discovery Brain Sciences, University of Edinburgh, UK",121,1683,14,2.0
10.1101/2021.11.24.469877,biorxiv,1,developmental biology,year1,2021-11-24,Thomas Jefferson University,121,1536,3,4.0
10.1101/2021.11.24.469949,biorxiv,1,plant biology,NP,2021-11-25,"University of California, Los Angeles",132,1464,5,
10.1101/2021.11.24.469958,biorxiv,1,developmental biology,year2,2021-11-25,National University of Singapore,116,1083,19,1.0
10.1101/2021.11.25.470053,biorxiv,1,immunology,NP,2021-11-25,Vanderbilt University Medical Center,120,1032,11,
10.1101/2021.11.26.470082,biorxiv,1,developmental biology,NP,2021-11-27,Uppsala University,115,1268,6,
10.1101/2021.11.26.470158,biorxiv,1,microbiology,year1,2021-11-27,The Pennsylvania State University,125,2173,12,1.0
10.1101/2021.11.26.470160,biorxiv,1,biochemistry,year1,2021-11-27,University of Pennsylvania,112,1625,6,4.0
10.1101/2021.11.26.470161,biorxiv,1,neuroscience,year2,2021-11-27,National Eye Institute,95,1878,6,2.0
10.1101/2021.11.27.469863,biorxiv,1,microbiology,NP,2021-11-27,The Rockefeller University,93,1577,15,
10.1101/2021.11.28.469740,biorxiv,1,cancer biology,NP,2021-11-29,University of Auckland,90,1918,4,
10.1101/2021.11.28.470116,biorxiv,1,cell biology,year1,2021-11-28,Whitehead Institute,49,950,7,27.0
10.1101/2021.11.28.470242,biorxiv,1,bioinformatics,year1,2021-11-28,"Ghent University Global Campus, Incheon, South Korea",96,1607,6,5.0
10.1101/2021.11.28.470260,biorxiv,1,cancer biology,year1,2021-11-28,"Lymphoid Malignancies Branch, Center for Cancer Research, National Cancer Institute, National Institutes of Health, Bethesda MD",104,1121,26,3.0
10.1101/2021.11.28.470285,biorxiv,1,cancer biology,year1,2021-11-29,Stanford University,64,1199,9,16.0
10.1101/2021.11.29.21267041,medrxiv,1,infectious diseases,year1,2021-11-30,University of California San Francisco,67,1446,17,10.0
10.1101/2021.11.30.470032,biorxiv,1,molecular biology,NP,2021-11-30,Columbia University,82,466,8,
10.1101/2021.11.30.470322,biorxiv,1,molecular biology,NP,2021-11-30,"CNRS, Center for Integrative Biology (CBI) CBI-MCD-UMR 5077, Toulouse, France",84,1715,13,
10.1101/2021.11.30.470520,biorxiv,1,cancer biology,NP,2021-11-30,Queen Mary University of London,117,1684,8,
10.1101/2021.11.30.470608,biorxiv,1,bioinformatics,year1,2021-12-01,Ribeirao Preto Medical School - USP,122,1695,3,3.0
10.1101/2021.11.30.470644,biorxiv,1,cancer biology,year1,2021-12-01,"Brigham and Women's Hospital, Dana-Farber Cancer Institute, Boston Children's Hospital, Harvard Medical School",82,1074,16,16.0
10.1101/2021.11.30.470689,biorxiv,1,synthetic biology,year1,2021-12-01,"Laboratory for Genome Engineering and Synthetic Biology, King Abdullah University of Science and Technology (KAUST), Thuwal, Saudi Arabia.",88,1594,3,5.0
10.1101/2021.12.01.470847,biorxiv,1,molecular biology,year1,2021-12-02,University of California San Diego,98,1058,3,3.0
10.1101/2021.12.02.470931,biorxiv,1,developmental biology,NP,2021-12-03,University of Chicago,131,2020,4,
10.1101/2021.12.02.470943,biorxiv,1,bioinformatics,NP,2021-12-03,"Zhejiang University-University of Edinburgh Institute, International Campus, Zhejiang University, Haining, China",87,1100,5,
10.1101/2021.12.02.471048,biorxiv,1,microbiology,year1,2021-12-03,Jiangxi Science and Technology Normal University,113,2591,7,1.0
10.1101/2021.12.03.21267245,medrxiv,1,genetic and genomic medicine,year1,2021-12-05,Aix-Marseille universite,113,1735,14,1.0
10.1101/2021.12.03.471086,biorxiv,1,molecular biology,year1,2021-12-03,University of Manchester,127,2194,5,0.0
10.1101/2021.12.03.471109,biorxiv,1,cell biology,NP,2021-12-04,Carnegie Mellon University,108,1009,8,
10.1101/2021.12.03.471129,biorxiv,1,plant biology,NP,2021-12-06,"Instituto de Biología Molecular y Celular de Plantas (IBMCP), Consejo Superior de Investigaciones Científicas, Universidad Politécnica de Valencia, Camino de Ve",108,1427,7,
10.1101/2021.12.03.471178,biorxiv,1,genetics,year1,2021-12-04,"Department of Human Genetics, University of Utah School of Medicine, Salt Lake City, UT, USA",117,1261,7,1.0
10.1101/2021.12.05.471309,biorxiv,1,cell biology,year1,2021-12-09,University of Münster,93,1267,12,5.0
10.1101/2021.12.06.471393,biorxiv,1,biochemistry,year1,2021-12-06,"Institute of Structural Biology, University of Bonn, Venusberg-Campus 1, 53127 Bonn, Germany",68,1732,9,3.0
10.1101/2021.12.06.471451,biorxiv,1,immunology,year1,2021-12-06,Cellectis. INC,86,679,20,14.0
10.1101/2021.12.06.471469,biorxiv,1,biochemistry,year1,2021-12-06,UC Berkeley/HHMI,68,1319,3,9.0
10.1101/2021.12.07.471536,biorxiv,1,evolutionary biology,NP,2021-12-07,Vrije Universiteit Amsterdam,91,1196,4,
10.1101/2021.12.07.471626,biorxiv,1,cell biology,NP,2021-12-07,University of Pennsylvania,66,1403,3,
10.1101/2021.12.08.471297,biorxiv,1,cancer biology,NP,2021-12-09,Dana Farber Cancer Institute & Harvard Medical School; VA Boston Healthcare System,146,1166,32,
10.1101/2021.12.08.471450,biorxiv,1,molecular biology,NP,2021-12-08,University of Campinas,99,2116,12,
10.1101/2021.12.08.471715,biorxiv,1,cell biology,year1,2021-12-09,Leiden University Medical Center,109,1171,9,7.0
10.1101/2021.12.08.471721,biorxiv,1,molecular biology,year1,2021-12-08,Sun Yat-Sen University,103,1358,7,0.0
10.1101/2021.12.08.471839,biorxiv,1,synthetic biology,NP,2021-12-08,"Department of Veterinary Pathobiology, University of Missouri, Columbia, MO 65211, USA",150,2627,6,
10.1101/2021.12.09.471859,biorxiv,1,cancer biology,NP,2021-12-09,MD Anderson Cancer Center,122,1545,7,
10.1101/2021.12.09.471889,biorxiv,1,immunology,NP,2021-12-10,"Nantes Universite, CHU Nantes, Inserm, CNRS, SFR Sante, Inserm UMS 016 CNRS UMS 3556, F-44000 Nantes, France",104,1563,15,
10.1101/2021.12.09.471900,biorxiv,1,genetics,year1,2021-12-10,Southwest University,109,3043,5,4.0
10.1101/2021.12.09.471983,biorxiv,1,neuroscience,NP,2021-12-09,National Institute on Aging,115,1398,32,
10.1101/2021.12.09.472019,biorxiv,1,developmental biology,year1,2021-12-10,University of Otago,117,1774,7,1.0
10.1101/2021.12.10.471810,biorxiv,1,genetics,year2,2021-12-13,"Department of Pathology, Stanford University School of Medicine, Stanford, CA, USA;",62,1589,43,12.0
10.1101/2021.12.10.472085,biorxiv,1,cancer biology,year1,2021-12-11,"George Washington University, School of Medicine & Health Sciences",152,2822,10,4.0
10.1101/2021.12.10.472091,biorxiv,1,neuroscience,year1,2021-12-11,Columbia University,62,1462,2,9.0
10.1101/2021.12.10.472153,biorxiv,1,cancer biology,year2,2021-12-11,"The University of Texas MD Anderson Cancer Center, Houston, Texas, USA",79,1114,19,0.0
10.1101/2021.12.12.472259,biorxiv,1,immunology,NP,2021-12-13,Michigan State University,94,1480,4,
10.1101/2021.12.12.472298,biorxiv,1,bioengineering,year1,2021-12-12,Michan State University,76,1500,4,1.0
10.1101/2021.12.12.472320,biorxiv,1,synthetic biology,NP,2021-12-13,Stanford University,193,3167,8,
10.1101/2021.12.13.472393,biorxiv,1,cancer biology,year1,2021-12-14,Repare Therapeutics,69,1127,12,8.0
10.1101/2021.12.13.472409,biorxiv,1,immunology,year1,2021-12-13,University of Arizona,111,1222,3,7.0
10.1101/2021.12.13.472434,biorxiv,1,molecular biology,year1,2021-12-13,University of Massachusetts Medical School,72,1331,10,12.0
10.1101/2021.12.13.472459,biorxiv,1,cancer biology,year1,2021-12-13,The Abigail Wexner Research Institute at Nationwide Children's Hospital,82,1383,13,1.0
10.1101/2021.12.13.472514,biorxiv,1,bioinformatics,year1,2021-12-15,"State Key Laboratory of Experimental Hematology, National Clinical Research Center for Blood Diseases, Institute of Hematology & Blood Diseases Hospital, Chines",114,1548,9,1.0
10.1101/2021.12.14.21267689,medrxiv,1,infectious diseases,year1,2021-12-15,Broad Institute of Massachusetts Institute of Technology (MIT) and Harvard; Harvard Program in Virology,114,1041,35,52.0
10.1101/2021.12.14.471503,biorxiv,1,molecular biology,year1,2021-12-14,CRCHUM,145,1600,7,0.0
10.1101/2021.12.14.472580,biorxiv,1,cancer biology,year1,2021-12-14,UConn Health,105,1285,9,1.0
10.1101/2021.12.15.472643,biorxiv,1,neuroscience,year1,2021-12-17,"Metabolic Research Laboratories and Medical Research Council Metabolic Diseases Unit, Wellcome Trust - Medical Research Council Institute of Metabolic Science, ",84,2079,45,24.0
10.1101/2021.12.15.472800,biorxiv,1,synthetic biology,year1,2021-12-16,Concordia University,100,1350,3,3.0
10.1101/2021.12.15.472806,biorxiv,1,plant biology,year1,2021-12-16,Martin Luther University Halle,87,1466,10,13.0
10.1101/2021.12.15.472830,biorxiv,1,genetics,year1,2021-12-16,University of Wyoming,104,3096,5,1.0
10.1101/2021.12.15.472866,biorxiv,1,molecular biology,year1,2021-12-16,Weill Cornell Medicine,58,1500,4,19.0
10.1101/2021.12.16.472987,biorxiv,1,neuroscience,NP,2021-12-17,University of Minnesota,170,1105,16,
10.1101/2021.12.16.473013,biorxiv,1,genomics,year1,2021-12-17,"Whitehead Institute, MIT",84,1299,13,76.0
10.1101/2021.12.16.473053,biorxiv,1,microbiology,year1,2021-12-17,"Carl R. Woese Institute for Genomic Biology, University of Illinois at Urbana-Champaign, Urbana, IL",91,2826,3,4.0
10.1101/2021.12.16.473081,biorxiv,1,microbiology,year1,2021-12-17,MIT: Massachusetts Institute of Technology,172,3012,3,6.0
10.1101/2021.12.17.473147,biorxiv,1,cell biology,NP,2021-12-18,UCL Institute of Ophthalmology,149,1091,12,
10.1101/2021.12.17.473164,biorxiv,1,molecular biology,NP,2021-12-18,"III. Department of Medicine, University Medical Center Hamburg-Eppendorf, Hamburg, Germany",74,1226,23,
10.1101/2021.12.18.473271,biorxiv,1,molecular biology,year1,2021-12-23,"Institute of Neuroscience, State Key Laboratory of Neuroscience, Key Laboratory of Primate Neurobiology, CAS Center for Excellence in Brain Science and Intellig",88,1003,23,33.0
10.1101/2021.12.19.473358,biorxiv,1,developmental biology,year2,2021-12-20,The Hospital for Sick Children,106,1488,13,4.0
10.1101/2021.12.20.473384,biorxiv,1,molecular biology,year1,2021-12-21,University of Florida,112,1762,3,10.0
10.1101/2021.12.20.473451,biorxiv,1,cancer biology,year1,2021-12-21,Netherlands Caner Institute,89,1090,13,1.0
10.1101/2021.12.20.473479,biorxiv,1,cell biology,year1,2021-12-20,Heidelberg University,115,1271,6,1.0
10.1101/2021.12.20.473567,biorxiv,1,neuroscience,NP,2021-12-21,Stanford University,82,1174,11,
10.1101/2021.12.20.473576,biorxiv,1,systems biology,year2,2021-12-21,North Carolina State University,115,987,2,4.0
10.1101/2021.12.21.473329,biorxiv,1,plant biology,year2,2021-12-23,"University of California, Berkeley",129,1041,10,4.0
10.1101/2021.12.22.473809,biorxiv,1,molecular biology,NP,2021-12-22,"Koch Institute for Integrative Cancer Research, MIT Center for Precision Cancer Medicine, Departments of Biology and Bioengineering, Massachusetts Institute of ",157,1597,4,
10.1101/2021.12.22.473855,biorxiv,1,plant biology,year1,2021-12-23,"Laboratory of Plant Physiology, Institute of Biology, University of Neuchatel, Neuchatel, Switzerland.",119,1438,11,4.0
10.1101/2021.12.22.473890,biorxiv,1,genetics,NP,2021-12-22,"Department of Molecular Metabolism, Harvard T. H. Chan School of Public Health, Boston, United States",157,1340,7,
10.1101/2021.12.22.473921,biorxiv,1,developmental biology,NP,2021-12-23,Ashland University,67,1640,13,
10.1101/2021.12.23.473729,biorxiv,1,synthetic biology,year1,2021-12-23,Lawrence Berkeley National Laboratory,124,1711,11,3.0
10.1101/2021.12.23.473848,biorxiv,1,molecular biology,NP,2021-12-23,Ghent University/VIB,105,1244,6,
10.1101/2021.12.23.473974,biorxiv,1,genomics,NP,2021-12-23,PixelBiotech GmbH,102,678,3,
10.1101/2021.12.23.474016,biorxiv,1,molecular biology,year1,2021-12-24,Harvard University,97,1166,8,16.0
10.1101/2021.12.23.474075,biorxiv,1,molecular biology,NP,2021-12-24,"College of Animal Science, Jilin University, Changchun 130062, China",65,1497,14,
10.1101/2021.12.23.474078,biorxiv,1,genetics,year1,2021-12-24,University of Massachusetts Medical School,89,2881,5,2.0
10.1101/2021.12.24.474112,biorxiv,1,genetics,year1,2021-12-24,Baylor College of Medicine,136,1611,13,9.0
10.1101/2021.12.26.474178,biorxiv,1,genetics,NP,2021-12-26,Banaras Hindu University,74,474,3,
10.1101/2021.12.28.474336,biorxiv,1,immunology,NP,2021-12-29,Intima Bioscience,61,2242,15,
10.1101/2021.12.28.474342,biorxiv,1,immunology,NP,2021-12-28,"Institute of Medical Microbiology and Hospital Hygiene, Heinrich Heine University Duesseldorf, Duesseldorf, Germany",101,1193,7,
10.1101/2021.12.28.474346,biorxiv,1,bioinformatics,year1,2021-12-28,ShanghaiTech University,110,1193,7,3.0
10.1101/2021.12.28.474386,biorxiv,1,cancer biology,NP,2021-12-30,Dana-Farber Cancer Institute,65,1324,15,
10.1101/2021.12.29.474413,biorxiv,1,bioengineering,year1,2021-12-29,"Department of Bioproducts and Biosystems, School of Chemical Engineering, Aalto University, FI-02150, Espoo, Finland",107,1250,2,7.0
10.1101/2021.12.29.474436,biorxiv,1,genetics,NP,2021-12-29,National Science and Technology Development Agency,128,2336,4,
10.1101/2021.12.30.474579,biorxiv,1,neuroscience,year2,2022-01-01,Tufts University School of Medicine,108,2205,11,6.0
10.1101/2021.12.30.474615,biorxiv,1,microbiology,year1,2022-01-01,University of California San Francisco,111,1869,7,1.0
10.1101/2022.01.01.474687,biorxiv,1,developmental biology,year1,2022-01-02,University of Cambridge,79,1103,9,4.0
10.1101/2022.01.02.474728,biorxiv,1,genomics,NP,2022-01-02,University of Edinburgh,105,1307,3,
10.1101/2022.01.02.474730,biorxiv,1,neuroscience,year1,2022-01-02,Utrecht University,109,1557,4,1.0
10.1101/2022.01.03.474504,biorxiv,1,cancer biology,year1,2022-01-04,"Princess Máxima Center for Pediatric Oncology, Heidelberglaan 25, 3584CS Utrecht, The Netherlands; Center for Molecular Medicine, UMC Utrecht and Utrecht Univer",72,1084,29,7.0
10.1101/2022.01.03.474784,biorxiv,1,microbiology,year2,2022-01-04,"Antibiotic Resistance Evolution Group, Max Planck Institute for Evolutionary Biology, Ploen, Germany; Department of Evolutionary Ecology and Genetics, Zoologica",134,1669,3,6.0
10.1101/2022.01.04.474867,biorxiv,1,molecular biology,year1,2022-01-04,"Faculty of Medicine, Hebrew University of Jerusalem",99,1333,4,0.0
10.1101/2022.01.04.474880,biorxiv,1,cell biology,NP,2022-01-04,Walter and Eliza Hall Institute of Medical Research,94,1165,9,
10.1101/2022.01.04.474927,biorxiv,1,cell biology,NP,2022-01-05,University of Edinburgh,107,1130,12,
10.1101/2022.01.04.474973,biorxiv,1,cell biology,year1,2022-01-04,Emory University,85,2226,10,0.0
10.1101/2022.01.04.474978,biorxiv,1,molecular biology,NP,2022-01-04,University of Cambridge,113,1494,8,
10.1101/2022.01.04.475018,biorxiv,1,microbiology,NP,2022-01-06,Paul Ehrlich Institut,70,3275,7,
10.1101/2022.01.05.474142,biorxiv,1,plant biology,year1,2022-01-05,Cornell University,131,1778,11,1.0
10.1101/2022.01.05.475061,biorxiv,1,cancer biology,year1,2022-01-05,Hopp Children's Cancer Center (KiTZ),110,1909,16,1.0
10.1101/2022.01.05.475064,biorxiv,1,plant biology,year2+,2022-01-05,CSIR-NBRI,98,1082,5,0.0
10.1101/2022.01.05.475068,biorxiv,1,developmental biology,NP,2022-01-05,KU Leuven,83,1705,4,
10.1101/2022.01.05.475076,biorxiv,1,developmental biology,year2,2022-01-05,College de France,93,913,4,4.0
10.1101/2022.01.05.475144,biorxiv,1,genetics,NP,2022-01-06,Medical College of Georgia at Augusta University,53,740,6,
10.1101/2022.01.05.475179,biorxiv,1,microbiology,NP,2022-01-06,Durham University,99,2851,7,
10.1101/2022.01.06.22268835,medrxiv,1,infectious diseases,NP,2022-01-06,"Stockholm University: Stockholm, Sweden",157,1765,10,
10.1101/2022.01.06.473910,biorxiv,1,neuroscience,year1,2022-01-07,NorthShore University HealthSystem,133,1404,17,3.0
10.1101/2022.01.07.475005,biorxiv,1,synthetic biology,NP,2022-01-09,"Massachusetts General Hospital, Harvard Medical School",83,1585,3,
10.1101/2022.01.07.475354,biorxiv,1,developmental biology,NP,2022-01-07,NYU,91,1793,3,
10.1101/2022.01.10.475635,biorxiv,1,plant biology,NP,2022-01-11,"Tobacco Research Institute, Chinese Academy of Agricultural Sciences, Qingdao 266101, China",91,858,12,
10.1101/2022.01.10.475682,biorxiv,1,genomics,year1,2022-01-10,THOMAS JEFFERSON UNIVERSITY,117,1734,8,4.0
10.1101/2022.01.10.475726,biorxiv,1,genetics,NP,2022-01-12,"Division of Gene Regulation and Expression, School of Life Sciences, University of Dundee, Dundee, DD14HN, UK",130,2336,10,
10.1101/2022.01.11.474553,biorxiv,1,biochemistry,NP,2022-01-12,"Massachusetts General Hospital, Harvard Medical School",48,1059,9,
10.1101/2022.01.11.475197,biorxiv,1,cancer biology,year2,2022-01-12,Institut Curie,152,1540,19,2.0
10.1101/2022.01.11.475795,biorxiv,1,bioengineering,NP,2022-01-11,UCL Great Ormond Street Institute of Child Health,144,1585,7,
10.1101/2022.01.11.475851,biorxiv,1,genetics,NP,2022-01-12,"CSIR-Centre for Cellular and Molecular Biology (CCMB), Uppal Road, Hyderabad, India",64,1578,12,
10.1101/2022.01.11.475875,biorxiv,1,molecular biology,NP,2022-01-11,Italian Institute of Technology,100,1255,10,
10.1101/2022.01.12.476071,biorxiv,1,cell biology,NP,2022-01-12,Shemyakin-Ovchinnikov Institute of Bioorganic Chemistry,54,1453,9,
10.1101/2022.01.13.476100,biorxiv,1,genetics,year1,2022-01-13,University of Edinburgh,99,1432,9,6.0
10.1101/2022.01.13.476211,biorxiv,1,molecular biology,NP,2022-01-14,EMBL,76,1010,5,
10.1101/2022.01.13.476244,biorxiv,1,developmental biology,NP,2022-01-14,"Institute of Cotton Research, Chinese Academy of Agricultural Sciences",106,1484,15,
10.1101/2022.01.14.476297,biorxiv,1,immunology,NP,2022-01-17,Sanquin Research and Landsteiner Laboratory,100,1339,10,
10.1101/2022.01.14.476312,biorxiv,1,bioinformatics,NP,2022-01-14,"Disease area Oncology, Novartis Institute for Biomedical Research, CH-4002 Basel, Switzerland.",65,1281,12,
10.1101/2022.01.14.476349,biorxiv,1,molecular biology,NP,2022-01-15,Maria Sklodowska-Curie National Research Institute of Oncology,107,1246,13,
10.1101/2022.01.15.475214,biorxiv,1,molecular biology,year1,2022-01-15,Wageningen University & Research,83,1006,9,0.0
10.1101/2022.01.15.476426,biorxiv,1,microbiology,NP,2022-01-18,Fudan University,83,1694,18,
10.1101/2022.01.16.476383,biorxiv,1,evolutionary biology,NP,2022-01-17,"Université de Paris, CNRS, Institut Jacques Monod, F-75013 Paris, France.",94,1414,5,
10.1101/2022.01.17.476220,biorxiv,1,neuroscience,year1,2022-01-19,University Health Network and University of Toronto,133,1129,23,9.0
10.1101/2022.01.17.476566,biorxiv,1,cancer biology,NP,2022-01-18,Spanish National Cancer Research Centre (CNIO) & Karolinska Institute,100,1386,7,
10.1101/2022.01.17.476700,biorxiv,1,bioengineering,NP,2022-01-18,"Institute of Systems Biomedicine, School of Basic Medical Sciences, Peking University",65,1012,24,
10.1101/2022.01.18.476717,biorxiv,1,cell biology,NP,2022-01-18,Max-Planck-Institute,82,1340,18,
10.1101/2022.01.18.476836,biorxiv,1,cell biology,NP,2022-01-20,"Department of Biomedical Engineering, Johns Hopkins University School of Medicine, Baltimore, Maryland, USA",147,1320,9,
10.1101/2022.01.18.476848,biorxiv,1,plant biology,year1,2022-01-21,Zhejiang A & F Univeristy,96,1548,7,5.0
10.1101/2022.01.19.475551,biorxiv,1,synthetic biology,NP,2022-01-20,University of Florida,63,2386,3,
10.1101/2022.01.19.476881,biorxiv,1,cell biology,year1,2022-01-20,"Francis Crick Institute, Institute for the Physics of Living Systems, University College London",85,1715,8,3.0
