doi,server,version,category,publiStatus,date,author_corresponding_institution,titleLength,abstractLength,numberAuthors,cit1year
10.1101/2022.03.04.482983,biorxiv,1,neuroscience,NP,2022-03-07,Augusta University,144,1594,10,
10.1101/2022.03.04.483061,biorxiv,1,bioengineering,year1,2022-03-06,Life and Health Sciences Research Institute (ICVS),81,1352,8,3.0
10.1101/2022.03.06.483200,biorxiv,1,neuroscience,year1,2022-03-07,"Cell & Molecular Biology Department, Mental Health Program, QIMR Berghofer Medical Research Institute; Brisbane, QLD, Australia.",131,2069,14,1.0
10.1101/2022.03.07.483227,biorxiv,1,microbiology,NP,2022-03-07,"Manipal College of Dental Sciences, Manipal",181,1404,5,
10.1101/2022.03.07.483289,biorxiv,1,neuroscience,year2,2022-03-08,University of California Irvine,96,1468,8,0.0
10.1101/2022.03.08.22271043,medrxiv,1,neurology,year1,2022-03-09,Amsterdam UMC,80,1238,42,24.0
10.1101/2022.03.09.483490,biorxiv,1,neuroscience,year1,2022-03-12,"University of California, Irvine",138,1859,23,2.0
10.1101/2022.03.09.483594,biorxiv,1,neuroscience,year1,2022-03-10,University of California San Francisco Medical Center,137,1841,19,16.0
10.1101/2022.03.09.483648,biorxiv,1,neuroscience,NP,2022-03-11,"Department of Neurobiology, Care Sciences and Society, Division of Neurogeriatrics, Center for Alzheimer Research, Karolinska Institutet, Stockholm, Sweden.",91,1387,8,
10.1101/2022.03.10.22272187,medrxiv,1,neurology,year1,2022-03-13,University of Kansas Medical Center,79,3226,13,3.0
10.1101/2022.03.10.22272228,medrxiv,1,neurology,year1,2022-03-13,Instituto D\'Or de Pesquisa e Ensino (IDOR),95,2687,4,1.0
10.1101/2022.03.10.22272230,medrxiv,1,neurology,NP,2022-03-13,CSIRO,132,1616,14,
10.1101/2022.03.10.483733,biorxiv,1,neuroscience,year1,2022-03-12,Norwegian University of Science and Technology,148,1341,7,0.0
10.1101/2022.03.10.483782,biorxiv,1,neuroscience,year1,2022-03-12,University College London,69,1493,17,3.0
10.1101/2022.03.10.483860,biorxiv,1,biophysics,year1,2022-03-12,Sanford Burnham Prebys Medical Discovery Institute,75,1656,5,0.0
10.1101/2022.03.11.22272061,medrxiv,1,neurology,NP,2022-03-14,The Second Affiliated Hospital of Guangxi Medical University,123,1179,9,
10.1101/2022.03.11.22272240,medrxiv,1,neurology,year1,2022-03-13,The University of Melbourne,119,2123,10,7.0
10.1101/2022.03.11.22272251,medrxiv,1,cardiovascular medicine,NP,2022-03-14,"Institute of Cardiovascular Science, Faculty of Population Health, University College London, London, UK. UCL BHF Research Accelerator Centre, London, UK. C. De",91,1726,18,
10.1101/2022.03.11.482601,biorxiv,1,neuroscience,NP,2022-03-14,University of California Santa Barbara,100,1488,3,
10.1101/2022.03.11.483807,biorxiv,1,neuroscience,NP,2022-03-13,"Bio-Imaging Lab, University of Antwerp, Universiteitsplein 1, 2610 Wilrijk, Antwerp, Belgium",106,1811,6,
10.1101/2022.03.11.483903,biorxiv,1,immunology,NP,2022-03-14,Babraham Institute,93,1290,13,
10.1101/2022.03.12.484093,biorxiv,1,neuroscience,year1,2022-03-14,The University of Alabama at Birmingham,165,2526,4,0.0
10.1101/2022.03.13.22272176,medrxiv,1,epidemiology,year1,2022-03-13,King\'s College London,130,6175,22,10.0
10.1101/2022.03.13.22272313,medrxiv,1,health policy,NP,2022-03-14,University of Arizona,95,3410,2,
10.1101/2022.03.13.22272320,medrxiv,1,neurology,year1,2022-03-14,"Australian E-Health Research Centre, CSIRO, Herston, QLD, Australia",121,1120,16,0.0
10.1101/2022.03.13.484171,biorxiv,1,bioengineering,NP,2022-03-15,MIT,87,1378,17,
10.1101/2022.03.14.22272340,medrxiv,1,public and global health,year1,2022-03-14,"Trinity College Institute of Neuroscience, School of Psychology, Trinity College Dublin, Dublin, Ireland.; Global Brain Health Institute, Trinity College Dublin",138,1745,8,2.0
10.1101/2022.03.14.484226,biorxiv,1,neuroscience,NP,2022-03-16,"Institute of Cognitive Neurology and Dementia Research, Otto-von-Guericke University Magdeburg, Germany; German Center for Neurodegenerative Diseases (DZNE), Ma",125,2241,48,
10.1101/2022.03.14.484346,biorxiv,1,bioengineering,year1,2022-03-17,University of Southern California,91,1693,4,
10.1101/2022.03.15.484463,biorxiv,1,neuroscience,year1,2022-03-19,University of Liège,114,1076,14,3.0
10.1101/2022.03.15.484482,biorxiv,1,neuroscience,NP,2022-03-15,McGill University,104,1653,11,
10.1101/2022.03.15.484508,biorxiv,1,genetics,year1,2022-03-18,University of Exeter,139,1471,17,19.0
10.1101/2022.03.16.484623,biorxiv,1,bioengineering,NP,2022-03-18,Johns Hopkins University,99,1107,9,
10.1101/2022.03.17.484805,biorxiv,1,neuroscience,NP,2022-03-19,University of Aberdeen,141,4106,7,
10.1101/2022.03.17.484822,biorxiv,1,neuroscience,NP,2022-03-19,"School of Health Sciences, Purdue University, West Lafayette, IN, USA; Purdue Institute for Integrative Neuroscience, Purdue University, West Lafayette, IN, USA",67,1537,4,
10.1101/2022.03.17.484832,biorxiv,1,neuroscience,NP,2022-03-19,"Holmusk Inc., Singapore",113,1136,6,
10.1101/2022.03.18.22272608,medrxiv,1,neurology,year1,2022-03-21,"Department of Psychiatry, Faculty of Medicine, Chulalongkorn University, Bangkok, Thailand",110,1480,8,8.0
10.1101/2022.03.18.22272622,medrxiv,1,neurology,year2,2022-03-21,"nternational Clinical Research Centre, St. Annes University Hospital, Brno, Czech Republic",60,1337,14,0.0
10.1101/2022.03.18.484831,biorxiv,1,neuroscience,NP,2022-03-19,University of Eastern Finland,62,2714,23,
10.1101/2022.03.18.484853,biorxiv,1,biophysics,year1,2022-03-18,German Center for Neurodegenerative Diseases (DZNE),62,1010,6,3.0
10.1101/2022.03.18.484918,biorxiv,1,cell biology,year1,2022-03-19,"Universite de Paris, Institut Cochin, INSERM, CNRS, F-75014 PARIS, France",114,1728,9,1.0
10.1101/2022.03.18.484935,biorxiv,1,neuroscience,year1,2022-03-20,"Department of Psychology, Drexel University, Philadelphia, 19104 PA, USA",142,1662,9,4.0
10.1101/2022.03.19.22272444,medrxiv,1,epidemiology,year1,2022-03-21,"University of Cambridge, Cambridgeshire and Peterborough NHS Foundation Trust, University of Queensland",109,3049,6,3.0
10.1101/2022.03.21.22271857,medrxiv,1,health informatics,year1,2022-03-23,Ohio State University College of Medicine,86,1781,19,
10.1101/2022.03.21.22272707,medrxiv,1,health informatics,NP,2022-03-22,University of Florida,103,1183,10,
10.1101/2022.03.21.484146,biorxiv,1,neuroscience,year1,2022-03-21,MIT,96,2255,15,29.0
10.1101/2022.03.22.22272449,medrxiv,1,neurology,NP,2022-03-23,University of Tokyo,97,1308,6,
10.1101/2022.03.23.485446,biorxiv,1,neuroscience,year1,2022-03-25,Xiamen University,77,1105,12,16.0
10.1101/2022.03.23.485532,biorxiv,1,neuroscience,year1,2022-03-28,"Department of Psychology, Royal Holloway, University of London, Egham, United Kingdom",124,2036,6,0.0
10.1101/2022.03.24.22271670,medrxiv,1,geriatric medicine,NP,2022-03-27,Western Sydney University,152,2273,8,
10.1101/2022.03.24.22272867,medrxiv,1,genetic and genomic medicine,NP,2022-03-25,University of Bristol,100,2222,6,
10.1101/2022.03.24.22272916,medrxiv,1,radiology and imaging,year1,2022-03-25,Indiana University School of Medicine,89,1745,6,6.0
10.1101/2022.03.24.485644,biorxiv,1,neuroscience,year1,2022-03-27,"Department of Pharmaceutical Sciences, Universita del Piemonte Orientale Amedeo Avogadro, Via Bovio 6, 28100, Novara, Italy",157,2192,18,4.0
10.1101/2022.03.25.485799,biorxiv,1,neuroscience,NP,2022-03-30,"Washington University in St. Louis, St. Louis, United States",84,1526,44,
10.1101/2022.03.25.485846,biorxiv,1,neuroscience,NP,2022-03-27,Icahn School of Medicine at Mount Sinai,85,1866,12,
10.1101/2022.03.26.485919,biorxiv,1,pathology,NP,2022-03-27,University hospitals of geneva,114,1209,12,
10.1101/2022.03.27.485975,biorxiv,1,neuroscience,NP,2022-03-27,"Dept. of Biological Sciences, Hunter College, CUNY",143,1698,6,
10.1101/2022.03.28.485913,biorxiv,1,molecular biology,NP,2022-03-28,University of Cambridge,110,1272,13,
10.1101/2022.03.28.486022,biorxiv,1,neuroscience,NP,2022-03-29,Zhengzhou University,109,1323,10,
10.1101/2022.03.29.22273078,medrxiv,1,health informatics,year1,2022-04-05,University of Pittsburgh,117,2196,6,
10.1101/2022.03.29.22273096,medrxiv,1,neurology,NP,2022-04-02,Montreal Neurological Institute. McGill University,203,1445,4,
10.1101/2022.03.30.22273204,medrxiv,1,neurology,year1,2022-04-02,Emory University School of Medicine,91,1851,6,1.0
10.1101/2022.03.30.486355,biorxiv,1,biophysics,year1,2022-03-30,University of Cambridge,62,1497,8,5.0
10.1101/2022.03.30.486444,biorxiv,1,neuroscience,NP,2022-04-01,"Dept. of Biological Sciences, Hunter College, CUNY",128,2095,6,
10.1101/2022.03.31.486371,biorxiv,1,cell biology,year1,2022-03-31,Harvard Medical School,129,2219,11,6.0
10.1101/2022.03.31.486533,biorxiv,1,neuroscience,year2,2022-04-01,"University of Oxford, Mathematical Institute",51,1124,5,0.0
10.1101/2022.03.31.486590,biorxiv,1,bioinformatics,NP,2022-04-01,Indian Institute of Science Education and Research (IISER) - Kolkata,93,1520,2,
10.1101/2022.04.01.22273253,medrxiv,1,neurology,year1,2022-04-05,"Biogen Digital Health, Biogen, Cambridge, MA, USA",167,2195,11,1.0
10.1101/2022.04.01.486487,biorxiv,1,biochemistry,year1,2022-04-01,University of Minnesota,147,1072,5,3.0
10.1101/2022.04.01.486678,biorxiv,1,neuroscience,year1,2022-04-01,"Physiology and Physiopathology of the Gliovascular Unit Research Group, Center for Interdisciplinary Research in Biology (CIRB), College de France",113,1540,8,0.0
10.1101/2022.04.01.486759,biorxiv,1,neuroscience,year1,2022-04-02,"University of California, Irvine",71,2561,11,6.0
10.1101/2022.04.02.22273346,medrxiv,1,genetic and genomic medicine,year1,2022-04-03,Indiana University School of Medicine,126,1431,1,0.0
10.1101/2022.04.03.486898,biorxiv,1,animal behavior and cognition,year1,2022-04-05,University of Iowa,118,2097,7,5.0
10.1101/2022.04.04.485514,biorxiv,1,neuroscience,NP,2022-04-05,Duke University School of Medicine,103,2545,8,
10.1101/2022.04.04.486424,biorxiv,1,neuroscience,NP,2022-04-05,"1UK Dementia Research Institute, Institute of Neurology, University College London, Gower Street, London, WC1E 6BT, United Kingdom.",116,1191,15,
10.1101/2022.04.04.486547,biorxiv,1,neuroscience,NP,2022-04-05,UK Dementia Research Institute,89,1193,14,
10.1101/2022.04.04.486747,biorxiv,1,neuroscience,year1,2022-04-05,"All India Institute of Medical Sciences, New Delhi",168,1676,6,2.0
10.1101/2022.04.04.487032,biorxiv,1,neuroscience,year1,2022-04-05,University of Iowa,71,1316,7,6.0
10.1101/2022.04.05.22273464,medrxiv,1,psychiatry and clinical psychology,year1,2022-04-07,University of Pittsburgh,178,1893,22,3.0
10.1101/2022.04.05.22273468,medrxiv,1,neurology,year1,2022-04-06,University of Cambridge,98,2358,6,10.0
10.1101/2022.04.05.487092,biorxiv,1,neuroscience,year1,2022-04-08,"Department of Radiology, Perelman School of Medicine, University of Pennsylvania, Philadelphia, Pennsylvania 19104, USA.",116,2118,11,3.0
10.1101/2022.04.06.486307,biorxiv,1,genomics,year1,2022-04-07,South Australian Health and Medical Research Institute,149,1707,6,0.0
10.1101/2022.04.06.487208,biorxiv,1,neuroscience,NP,2022-04-08,"Department of Cell and Developmental Biology, University College London, London, WC1E 6BT, UK",116,1720,7,
10.1101/2022.04.06.487283,biorxiv,1,neuroscience,NP,2022-04-09,"Gwangju Alzheimer's & Related Dementia Cohort Research Center, Chosun University",124,1105,10,
10.1101/2022.04.08.487664,biorxiv,1,neuroscience,NP,2022-04-10,The Jackson Laboratory,123,1292,11,
10.1101/2022.04.08.487668,biorxiv,1,cell biology,NP,2022-04-08,"McGovern Medical School, UTHealth Houston",133,1808,2,
10.1101/2022.04.09.22273625,medrxiv,1,epidemiology,year1,2022-04-12,University of Bristol,153,3768,16,13.0
10.1101/2022.04.10.22273665,medrxiv,1,neurology,NP,2022-04-12,"Intelligent Systems Research Centre, Ulster University, Magee campus, Derry~Londonderry, Northern Ireland, UK",124,1653,9,
10.1101/2022.04.10.22273666,medrxiv,1,neurology,NP,2022-04-16,"Intelligent Systems Research Centre, Ulster University, Magee campus, Derry~Londonderry, Northern Ireland, UK",60,1756,7,
10.1101/2022.04.10.22273671,medrxiv,1,neurology,year1,2022-04-16,University of Pennsylvania,109,1732,16,7.0
10.1101/2022.04.10.487809,biorxiv,1,bioinformatics,year1,2022-04-11,Indiana University School of Medicine,117,1672,2,3.0
10.1101/2022.04.11.22273726,medrxiv,1,geriatric medicine,NP,2022-04-14,"McConnell Brain Imaging Centre, Montreal Neurological Institute, McGill University,",78,1567,4,
10.1101/2022.04.11.22273727,medrxiv,1,geriatric medicine,year1,2022-04-13,"McConnell Brain Imaging Centre, Montreal Neurological Institute, McGill University,",95,1717,3,3.0
10.1101/2022.04.12.487877,biorxiv,1,neuroscience,NP,2022-04-13,"1. The Jackson Laboratory for Mammalian Genetics, Bar Harbor, ME, USA; 2. Graduate School of Biomedical Science and Engineering, University of Maine, Orono, ME,",122,2241,21,
10.1101/2022.04.12.487996,biorxiv,1,neuroscience,year1,2022-04-13,University of Rijeka,165,1903,3,1.0
10.1101/2022.04.13.22273823,medrxiv,1,neurology,NP,2022-04-13,"Centre for Clinical Brain Sciences, University of Edinburgh, Edinburgh, UK",88,2819,13,
10.1101/2022.04.13.463890,biorxiv,1,systems biology,NP,2022-04-15,De La Salle University,117,958,4,
10.1101/2022.04.14.488366,biorxiv,1,genomics,NP,2022-04-14,GBRC: Gujarat Biotechnology Research Centre,65,1575,7,
10.1101/2022.04.14.488413,biorxiv,1,biophysics,year1,2022-04-15,University of Southern Mississippi,104,1889,5,5.0
10.1101/2022.04.16.488542,biorxiv,1,biophysics,year1,2022-04-16,University of Cambridge,86,1415,10,4.0
10.1101/2022.04.18.22272912,medrxiv,1,neurology,year1,2022-04-19,Massachusetts General Hospital,136,2248,23,8.0
10.1101/2022.04.19.488808,biorxiv,1,genomics,NP,2022-04-19,"University of California, San Diego",224,4382,1,
10.1101/2022.04.19.488835,biorxiv,1,neuroscience,NP,2022-04-21,"Institute of Clinical Neuroscience and Medical Psychology, Medical Faculty,  Heinrich Heine University, 40225 Duesseldorf, Germany",67,1821,7,
10.1101/2022.04.20.22274087,medrxiv,1,geriatric medicine,year1,2022-04-21,Mcgill University,99,2088,5,7.0
10.1101/2022.04.20.488879,biorxiv,1,animal behavior and cognition,year1,2022-04-21,University of Arizona,124,2212,7,4.0
10.1101/2022.04.20.488983,biorxiv,1,bioinformatics,NP,2022-04-22,National Institute of Technology Rourkela,90,1744,4,
10.1101/2022.04.21.488729,biorxiv,1,cell biology,year1,2022-04-21,Max-Delbrück-Center for Molecular Medicine,88,1679,4,1.0
10.1101/2022.04.21.489047,biorxiv,1,neuroscience,year1,2022-04-21,Auburn University,143,1787,5,2.0
10.1101/2022.04.21.489060,biorxiv,1,neuroscience,NP,2022-04-22,University of South Florida,117,1575,5,
10.1101/2022.04.21.489062,biorxiv,1,neuroscience,NP,2022-04-21,Memorial University,110,1175,7,
10.1101/2022.04.21.489103,biorxiv,1,neuroscience,NP,2022-04-22,Massachusetts Institute of Technology,107,1292,9,
10.1101/2022.04.22.489163,biorxiv,1,bioengineering,NP,2022-04-24,Johns Hopkins University,69,1099,4,
10.1101/2022.04.22.489178,biorxiv,1,neuroscience,NP,2022-04-22,Sapienza University of Rome,85,2258,22,
10.1101/2022.04.26.489273,biorxiv,1,neuroscience,NP,2022-04-27,ETH Zurich & University of Zurich,96,1662,9,
10.1101/2022.04.26.489446,biorxiv,1,neuroscience,year1,2022-04-26,"UK Dementia Research Institute at UCL, UCL, London, UK.",87,860,22,22.0
10.1101/2022.04.26.489622,biorxiv,1,neuroscience,year1,2022-04-28,The University of Queensland,129,1028,8,1.0
10.1101/2022.04.27.489696,biorxiv,1,neuroscience,year1,2022-04-28,Xiamen University,127,1038,9,0.0
10.1101/2022.04.27.489700,biorxiv,1,neuroscience,year2,2022-04-29,"Institute for Anatomy and Cell Biology, Ulm University, Ulm, Germany",117,2253,8,1.0
10.1101/2022.04.27.489759,biorxiv,1,neuroscience,year1,2022-04-28,Massachusetts General Hospital/Harvard Medical School,136,1169,10,4.0
10.1101/2022.04.27.489791,biorxiv,1,neuroscience,NP,2022-04-29,University of Southern California,94,2731,42,
10.1101/2022.04.28.22274107,medrxiv,1,pathology,year1,2022-05-05,"Sheffield Institute for Translational Neuroscience, University of Sheffield, Sheffield S10 2HQ, UK. Department of Computer Science, University of Sheffield, She",96,1677,10,3.0
10.1101/2022.04.28.22274370,medrxiv,1,neurology,NP,2022-04-28,"Dementia Research Centre, Queen Square Institute of Neurology, University College London",115,2589,13,
10.1101/2022.04.28.22274418,medrxiv,1,neurology,year1,2022-04-28,Cardiff University,111,1184,9,7.0
10.1101/2022.04.29.22274496,medrxiv,1,neurology,year1,2022-05-02,University of East Anglia,93,1043,5,1.0
10.1101/2022.04.29.490053,biorxiv,1,neuroscience,year2,2022-04-30,King's College London,97,1799,26,2.0
10.1101/2022.04.29.490076,biorxiv,1,neuroscience,year1,2022-04-30,Icahn School of Medicine at Mount Sinai,101,578,11,16.0
10.1101/2022.04.29.490088,biorxiv,1,cell biology,year1,2022-04-30,University of South Florida,170,2210,6,0.0
10.1101/2022.04.29.490101,biorxiv,1,cell biology,NP,2022-04-30,University of South Florida,105,1068,4,
10.1101/2022.05.01.489793,biorxiv,1,molecular biology,NP,2022-05-01,"University of Michigan Department of Pediatrics, Division of Neurology and LSI",118,1740,11,
10.1101/2022.05.02.490100,biorxiv,1,neuroscience,NP,2022-05-02,Boston Children's Hospital,75,1657,23,
10.1101/2022.05.02.490319,biorxiv,1,neuroscience,year1,2022-05-02,USUHS,252,2068,3,5.0
10.1101/2022.05.02.490336,biorxiv,1,systems biology,NP,2022-05-03,INDIANA UNIV-PURDUE UNIV AT INDIANAPOLIS,74,1945,8,
10.1101/2022.05.02.490365,biorxiv,1,cell biology,NP,2022-05-03,University of South Florida,90,1497,3,
10.1101/2022.05.03.22274625,medrxiv,1,psychiatry and clinical psychology,NP,2022-05-12,Indiana University School of Medicine,92,1038,6,
10.1101/2022.05.03.490418,biorxiv,1,neuroscience,year1,2022-05-05,"Neurochemistry Laboratory, Department of Clinical Chemistry, Amsterdam Neuroscience, Vrije Universiteit Amsterdam, Amsterdam UMC, Amsterdam, The Netherlands",70,2266,10,2.0
10.1101/2022.05.03.490491,biorxiv,1,neuroscience,year2,2022-05-05,University of Toronto,134,1860,11,0.0
10.1101/2022.05.03.490494,biorxiv,1,cell biology,year1,2022-05-04,Washington University School of Medicine,110,1712,8,6.0
10.1101/2022.05.03.490535,biorxiv,1,bioinformatics,NP,2022-05-04,"Paul G. Allen School of Computer Science and Engineering, University of Washington",72,1095,8,
10.1101/2022.05.04.22274088,medrxiv,1,neurology,NP,2022-05-05,University of Montreal,157,1590,2,
10.1101/2022.05.04.22274181,medrxiv,1,neurology,NP,2022-05-07,Inserm,88,1321,17,
10.1101/2022.05.04.22274661,medrxiv,1,epidemiology,NP,2022-05-07,Indiana University,78,1529,6,
10.1101/2022.05.04.22274679,medrxiv,1,neurology,year1,2022-05-07,"UK Dementia Research Institute and Centre for Discovery Brain Sciences at the University of Edinburgh, UK",73,1104,20,4.0
10.1101/2022.05.04.490442,biorxiv,1,bioengineering,year1,2022-05-04,National Center for Advancing Translational Sciences,111,1079,7,
10.1101/2022.05.04.490688,biorxiv,1,neuroscience,year1,2022-05-04,Hoffmann-La Roche Ltd,92,1825,11,0.0
10.1101/2022.05.05.22274726,medrxiv,1,psychiatry and clinical psychology,year1,2022-05-07,Chulalongkorn University,125,1644,3,1.0
10.1101/2022.05.05.490649,biorxiv,1,neuroscience,NP,2022-05-05,UK Dementia Research Institute at University College London,142,2617,9,
10.1101/2022.05.05.490697,biorxiv,1,neuroscience,NP,2022-05-05,Albert Einstein Coll Medicine,114,2304,9,
10.1101/2022.05.06.490937,biorxiv,1,cell biology,NP,2022-05-06,University of North Carolina at Chapel Hill,72,925,10,
10.1101/2022.05.07.491031,biorxiv,1,neuroscience,NP,2022-05-08,Federal University of Rio de Janeiro,133,1074,7,
10.1101/2022.05.07.491036,biorxiv,1,biophysics,NP,2022-05-08,The University of Alabama,111,1629,5,
10.1101/2022.05.08.491080,biorxiv,1,evolutionary biology,year1,2022-05-08,Vanderbilt University,84,1997,4,1.0
10.1101/2022.05.08.491088,biorxiv,1,biochemistry,year1,2022-05-08,Shanghai Jiao Tong University,101,1203,13,2.0
10.1101/2022.05.09.22274638,medrxiv,1,neurology,NP,2022-05-11,McGill University,95,3025,24,
10.1101/2022.05.10.22274858,medrxiv,1,genetic and genomic medicine,year1,2022-05-10,SUNY Upstate Medical University,85,1240,35,2.0
10.1101/2022.05.10.491249,biorxiv,1,neuroscience,year1,2022-05-10,"University of California, Irvine",118,1175,10,7.0
10.1101/2022.05.10.491265,biorxiv,1,neuroscience,NP,2022-05-10,National Taiwan University,167,1538,6,
10.1101/2022.05.10.491289,biorxiv,1,neuroscience,year1,2022-05-11,Max Planck Institute for Psycholinguistics,70,2003,4,10.0
10.1101/2022.05.10.491385,biorxiv,1,genetics,year1,2022-05-10,University of Southern California,44,979,21,5.0
10.1101/2022.05.10.491429,biorxiv,1,cell biology,NP,2022-05-12,University of Texas Southwestern Medical Center,70,1515,9,
10.1101/2022.05.11.491466,biorxiv,1,animal behavior and cognition,NP,2022-05-15,Northwest A&F University,95,1024,12,
10.1101/2022.05.11.491499,biorxiv,1,cell biology,year2,2022-05-11,Emory University,106,1357,22,5.0
10.1101/2022.05.12.491601,biorxiv,1,neuroscience,NP,2022-05-13,Institut de genomique fonctionnelle,94,1353,8,
10.1101/2022.05.14.491965,biorxiv,1,neuroscience,NP,2022-05-15,Boston University School of Medicine,117,990,13,
10.1101/2022.05.15.490691,biorxiv,1,bioinformatics,year1,2022-05-15,"Collaborative Mass Spectrometry Innovation Center, University of California San Diego, La Jolla, CA 92093, USA",109,1082,30,
10.1101/2022.05.15.492007,biorxiv,1,bioinformatics,year1,2022-05-16,Indian Institute of Technology (IIT) Madras,111,1170,5,1.0
10.1101/2022.05.15.492014,biorxiv,1,neuroscience,year1,2022-05-16,University of Wisconsin - Madison,106,1502,9,2.0
10.1101/2022.05.16.492076,biorxiv,1,neuroscience,NP,2022-05-16,Banaras Hindu University,146,1405,4,
10.1101/2022.05.18.22275268,medrxiv,1,health informatics,year1,2022-05-21,University of Pennsylvania,151,2194,4,2.0
10.1101/2022.05.18.492363,biorxiv,1,neuroscience,year1,2022-05-19,University of California Irvine,120,1481,11,3.0
10.1101/2022.05.18.492555,biorxiv,1,cell biology,NP,2022-05-20,"University of Washington, Department of Pathology",97,1831,3,
10.1101/2022.05.19.492472,biorxiv,1,genetics,NP,2022-05-20,University of Pennsylvania Perelman School of Medicine,136,2394,19,
10.1101/2022.05.19.492750,biorxiv,1,biophysics,year1,2022-05-20,Virginia Tech,132,2164,4,0.0
10.1101/2022.05.20.492539,biorxiv,1,bioinformatics,year1,2022-05-24,Middle East Technical University,96,1937,14,1.0
10.1101/2022.05.20.492604,biorxiv,1,neuroscience,NP,2022-05-20,Lulea University of Technology,140,1081,1,
10.1101/2022.05.20.492780,biorxiv,1,neuroscience,NP,2022-05-20,"Neurophysiology & Behavior Lab, Centro Regional de Investigaciones Biomedicas (CRIB), School of Medicine of Ciudad Real, University of Castilla-La Mancha, Ciuda",117,1523,5,
10.1101/2022.05.22.492888,biorxiv,1,systems biology,year1,2022-05-24,Indian Institute of Technology (IIT) Madras,87,2352,6,
10.1101/2022.05.23.22275241,medrxiv,1,neurology,year1,2022-05-25,Amsterdam University Medical Center,85,1537,24,58.0
10.1101/2022.05.23.22275264,medrxiv,1,gastroenterology,NP,2022-05-25,Guangdong Academy of Medical Sciences,157,3026,12,
10.1101/2022.05.23.22275382,medrxiv,1,geriatric medicine,year1,2022-05-25,Fujita Health University: Fujita Ika Daigaku,127,1996,8,0.0
10.1101/2022.05.23.493150,biorxiv,1,biophysics,NP,2022-05-24,Escuela Superior de Medicina del IPN,79,1821,5,
10.1101/2022.05.24.22275386,medrxiv,1,radiology and imaging,year1,2022-05-28,University of Pittsburgh,125,2799,31,1.0
10.1101/2022.05.24.22275500,medrxiv,1,epidemiology,NP,2022-05-25,University College London,74,2910,5,
10.1101/2022.05.25.22275419,medrxiv,1,neurology,NP,2022-05-26,University of Bristol,97,3007,7,
10.1101/2022.05.25.22275517,medrxiv,1,geriatric medicine,NP,2022-05-27,University of Kansas Medical Center,158,689,7,
10.1101/2022.05.25.22275538,medrxiv,1,genetic and genomic medicine,NP,2022-05-26,Delft University of Technology,188,3343,4,
10.1101/2022.05.25.22275553,medrxiv,1,genetic and genomic medicine,year1,2022-05-26,VA Boston Healthcare System,93,1017,28,6.0
10.1101/2022.05.25.493459,biorxiv,1,developmental biology,NP,2022-05-26,University of Massachusetts Medical School,72,1942,3,
10.1101/2022.05.26.493662,biorxiv,1,neuroscience,NP,2022-05-29,"Institute of Molecular Biosciences, Mahidol University",98,1515,2,
10.1101/2022.05.27.22275698,medrxiv,1,genetic and genomic medicine,year1,2022-05-27,Icahn School of Medicine at Mount Sinai,65,2390,8,5.0
10.1101/2022.05.27.493793,biorxiv,1,neuroscience,year2,2022-05-29,University of Arizona,108,1760,4,0.0
10.1101/2022.05.28.492382,biorxiv,1,animal behavior and cognition,NP,2022-05-29,University of Lethbridge,96,1306,5,
10.1101/2022.05.28.493839,biorxiv,1,biochemistry,year1,2022-05-28,University of Sussex,179,1704,11,6.0
10.1101/2022.05.29.493920,biorxiv,1,bioengineering,year1,2022-05-30,University of New Mexico,116,1877,3,1.0
10.1101/2022.05.30.22275718,medrxiv,1,neurology,year1,2022-05-30,"Clinical Memory Research Unit, Faculty of Medicine, Lund University, Lund, Sweden",101,1050,10,21.0
10.1101/2022.05.30.22275781,medrxiv,1,genetic and genomic medicine,NP,2022-05-31,University College London,86,1411,8,
10.1101/2022.05.30.494074,biorxiv,1,neuroscience,NP,2022-06-01,University of Southern California,56,1144,7,
10.1101/2022.05.31.22275817,medrxiv,1,neurology,year1,2022-06-01,Aschaffenburg University of applied sciences,105,1935,7,1.0
10.1101/2022.05.31.493731,biorxiv,1,genetics,year1,2022-06-01,Mayo Clinic,139,1447,22,2.0
10.1101/2022.05.31.494083,biorxiv,1,physiology,year1,2022-06-01,"Curtin Health Innovation Research Institute, Faculty of Health Sciences, Curtin University, Perth, Australia., School of Population Health, Faculty of Health Sc",120,1767,8,0.0
10.1101/2022.06.01.22275832,medrxiv,1,geriatric medicine,NP,2022-06-02,"Freshage Research Group, Department of Physiology, Faculty of Medicine, University of Valencia, and CIBERFES, Insitute of Health Research-INCLIVA",94,2048,14,
10.1101/2022.06.01.494351,biorxiv,1,neuroscience,year1,2022-06-01,Icahn School of Medicine at Mount Sinai,73,1860,23,3.0
10.1101/2022.06.02.494546,biorxiv,1,neuroscience,year2,2022-06-04,Nathan S Kline Institute for Psychiatric Research,142,1133,10,3.0
10.1101/2022.06.02.494564,biorxiv,1,bioengineering,year1,2022-06-04,University of Oklahoma,72,1219,3,0.0
10.1101/2022.06.03.22275885,medrxiv,1,toxicology,NP,2022-06-06,"Department of Health Care and Science, Dong-A University, Busan, South-Korea",115,1719,11,
10.1101/2022.06.03.477517,biorxiv,1,neuroscience,NP,2022-06-04,Rush University Medical Center,74,1569,6,
10.1101/2022.06.03.487443,biorxiv,1,neuroscience,NP,2022-06-06,University of California San Diego,83,1509,7,
